,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Torbay,90,CA,1551300818,73,47.66,-52.73,-3.33,15.9
374,Carmo do Paranaiba,36,BR,1551300962,98,-19.0,-46.32,21.52,0.86
375,Purranque,0,CL,1551297600,53,-40.91,-73.16,22.0,4.1
376,Anloga,20,GH,1551297600,79,5.79,0.9,29.0,2.1
377,Lodja,88,CD,1551300963,92,-3.52,23.6,22.72,1.61
378,Terrace,20,CA,1551300356,54,54.52,-128.61,5.0,6.2
379,Araouane,36,ML,1551300964,22,18.9,-3.53,17.42,5.76
380,Cidreira,76,BR,1551300964,82,-30.17,-50.22,21.2,4.46
381,Baruun-Urt,0,MN,1551300964,59,46.68,113.28,-13.33,0.41
382,La Paz,75,MX,1551300313,31,24.15,-110.32,26.67,5.7
383,Kerema,56,PG,1551300968,98,-7.96,145.78,23.37,1.16
384,Rome,0,IT,1551299884,46,41.89,12.48,13.33,3.1
385,Dwarka,20,IN,1551299400,81,28.58,77.04,12.0,1.21
386,Timbuktu,0,ML,1551300969,25,16.77,-3.01,17.85,5.71
387,Kloulklubed,8,PW,1551300956,100,7.04,134.26,26.32,4.56
388,Yulara,0,AU,1551297600,32,-25.24,130.99,21.0,2.6
389,Matara,92,PE,1551300970,86,-13.74,-72.9,9.92,1.11
390,Linares,0,CL,1551300970,30,-35.85,-71.6,26.7,1.46
391,Brae,0,GB,1551300600,87,60.4,-1.35,6.0,2.6
392,Jieshi,92,CN,1551300971,99,22.82,115.83,19.07,2.36
393,Queenstown,44,NZ,1551300764,85,-45.03,168.66,4.92,0.96
394,Chumikan,0,RU,1551300909,67,54.72,135.31,-12.38,3.76
395,Ust-Maya,56,RU,1551300972,78,60.42,134.54,-20.48,1.06
396,Alto Araguaia,68,BR,1551300972,93,-17.32,-53.22,22.52,3.66
397,Zastron,0,ZA,1551300972,55,-30.3,27.08,12.77,2.11
398,Salalah,0,OM,1551297000,69,17.01,54.1,25.0,1.0
399,Sulangan,64,PH,1551300973,100,11.14,123.72,25.87,6.91
400,Sao Filipe,0,CV,1551300973,81,14.9,-24.5,23.47,7.56
401,Esperance,20,TT,1551300608,58,10.24,-61.45,31.11,5.7
402,Aberdeen,1,US,1551300908,65,45.47,-98.49,-12.78,8.7
403,Kutulik,24,RU,1551300974,58,53.35,102.79,-13.96,1.31
404,Palauig,0,PH,1551300975,100,15.44,119.9,20.45,1.71
405,Slonim,12,BY,1551300975,80,53.09,25.32,3.22,7.11
406,Ambon,75,FR,1551300923,93,47.55,-2.56,11.67,4.6
407,Kiunga,92,PG,1551300976,98,-6.12,141.3,22.7,1.11
408,Christchurch,80,NZ,1551300951,57,-43.53,172.64,12.78,6.7
409,Aquiraz,40,BR,1551300502,78,-3.9,-38.39,27.22,3.1
410,Lower Burrell,75,US,1551300955,30,40.59,-79.73,13.33,7.7
411,Puerto Narino,75,CO,1551297600,100,-3.77,-70.38,25.0,3.1
412,Hofn,36,IS,1551300759,100,64.25,-15.21,2.92,3.91
413,Ayagoz,76,KZ,1551300978,80,47.96,80.43,-8.06,2.66
414,Taree,92,AU,1551300304,93,-31.91,152.46,16.11,2.1
415,Ahipara,12,NZ,1551300180,100,-35.17,173.16,17.78,7.41
416,Angoram,0,PG,1551300979,90,-4.06,144.07,24.77,1.16
417,Burley,90,US,1551300420,66,42.54,-113.79,10.0,7.7
418,Noumea,20,NC,1551299400,78,-22.28,166.46,23.0,4.1
419,Jaguaribe,44,BR,1551300980,81,-5.88,-38.62,26.27,3.21
420,Mandalgovi,0,MN,1551300866,68,45.76,106.27,-15.53,1.36
421,High Prairie,68,CA,1551300981,72,55.43,-116.48,-7.98,3.51
422,Ossora,44,RU,1551300981,81,59.24,163.07,-19.08,2.21
423,Opuwo,24,NA,1551300981,83,-18.06,13.84,18.07,0.31
424,Bubaque,12,GW,1551300902,79,11.28,-15.83,28.82,6.56
425,Padang,88,ID,1551300967,100,-0.92,100.36,24.42,2.56
426,Mayo,5,CA,1551297600,71,63.59,-135.9,-16.0,1.0
427,Saint-Leu,0,RE,1551300917,69,-21.15,55.28,27.0,2.6
428,Bezhetsk,88,RU,1551300983,87,57.78,36.69,-2.16,6.56
429,Road Town,40,VG,1551300914,58,18.42,-64.62,29.0,6.2
430,Mehran,20,IR,1551297600,93,33.12,46.17,3.0,1.0
431,Wajima,92,JP,1551300984,100,37.4,136.9,6.35,2.61
432,Mount Isa,0,AU,1551297600,88,-20.73,139.49,21.0,1.5
433,Irbit,24,RU,1551300985,60,57.67,63.06,-17.21,1.41
434,Hasaki,75,JP,1551300576,93,35.73,140.83,6.11,4.1
435,Marsa Matruh,8,EG,1551300950,65,31.35,27.25,12.32,6.26
436,Flinders,40,AU,1551300906,93,-34.58,150.85,22.22,1.5
437,Praia da Vitoria,40,PT,1551300429,88,38.73,-27.07,17.0,6.86
438,Turayf,40,SA,1551297600,87,31.68,38.65,8.0,5.1
439,Karpathos,48,GR,1551298800,53,35.51,27.21,11.0,12.9
440,Price,90,US,1551300874,55,39.6,-110.81,7.22,1.91
441,Farmington,1,US,1551300797,34,36.73,-108.21,13.89,2.1
442,Urusha,76,RU,1551300945,65,54.05,122.9,-13.73,1.31
443,Ous,48,RU,1551300995,80,60.91,61.52,-17.31,2.31
444,Mount Gambier,75,AU,1551299400,93,-37.83,140.78,16.0,2.6
445,Tiarei,20,PF,1551300789,66,-17.53,-149.33,30.0,2.6
446,Gushikawa,90,JP,1551299280,94,26.35,127.87,21.67,4.1
447,Srednekolymsk,76,RU,1551300965,73,67.46,153.71,-24.08,2.26
448,Harper,1,US,1551300918,41,30.3,-99.24,28.33,2.21
449,Sur,0,OM,1551300993,97,22.57,59.53,21.52,5.41
450,Sisimiut,0,GL,1551300997,60,66.94,-53.67,-19.73,1.66
451,Hangal,0,IN,1551300997,77,14.77,75.13,16.02,1.66
452,Kindia,12,GN,1551300998,59,10.05,-12.86,23.27,0.91
453,Skjervoy,0,NO,1551298800,63,70.03,20.97,-1.0,6.2
454,Muyezerskiy,88,RU,1551300999,94,63.93,31.65,0.27,2.41
455,Tutoia,75,BR,1551297600,69,-2.76,-42.27,27.0,3.1
456,Bontang,0,ID,1551300999,94,0.12,117.47,27.32,5.41
457,Otjimbingwe,0,NA,1551301000,49,-22.35,16.13,21.2,1.76
458,Vaitape,8,PF,1551301000,98,-16.52,-151.75,28.7,5.01
459,General Roca,0,AR,1551297600,24,-39.03,-67.58,27.0,1.5
460,Sao Jose do Egito,36,BR,1551301001,63,-7.48,-37.27,26.35,3.56
461,Anadyr,90,RU,1551300793,92,64.73,177.51,-3.0,10.0
462,Koshurnikovo,92,RU,1551301002,79,54.3,93.39,-3.83,2.06
463,Bahia Blanca,0,AR,1551301002,60,-38.72,-62.27,21.47,6.51
464,Honiara,48,SB,1551301002,95,-9.43,159.96,24.1,1.21
465,Zaterechnyy,92,RU,1551301003,97,44.8,45.21,1.47,2.56
466,Qasigiannguit,5,GL,1551297000,45,68.82,-51.19,-3.0,7.7
467,Warmbad,0,DE,1551300988,86,50.67,13.08,9.44,2.1
468,Alofi,75,NU,1551297600,94,-19.06,-169.92,26.0,6.2
469,Talcahuano,0,CL,1551297600,60,-36.72,-73.12,20.0,6.2
470,Leshukonskoye,88,RU,1551301004,78,64.9,45.76,-9.38,2.96
471,Samarkand,36,UZ,1551297600,36,39.65,66.98,8.0,5.1
472,Vanderhoof,0,CA,1551300967,54,54.02,-124.02,-2.28,2.46
473,Pacifica,90,US,1551300719,77,37.61,-122.49,16.67,8.7
474,Taldan,68,RU,1551301006,66,53.69,124.82,-15.23,1.16
475,Wenling,88,CN,1551300780,92,28.38,121.38,9.44,0.45
476,Yangjiang,92,CN,1551300410,82,21.85,111.96,19.44,2.86
477,Vostok,36,RU,1551301007,70,46.45,135.83,-13.53,1.11
478,Tilichiki,64,RU,1551301008,58,60.47,166.1,-21.83,1.16
479,Taltal,0,CL,1551301008,58,-25.41,-70.49,22.2,2.06
480,Quelimane,20,MZ,1551297600,83,-17.88,36.89,27.0,2.6
481,Gigmoto,64,PH,1551301008,100,13.78,124.39,23.97,4.36
482,Mahates,0,CO,1551297600,58,10.23,-75.19,31.0,8.2
483,Kununurra,36,AU,1551297600,94,-15.77,128.74,25.0,0.5
484,Nueva Guinea,80,NI,1551301010,49,11.69,-84.46,29.72,3.86
485,Tessalit,8,ML,1551301011,20,20.2,1.01,15.2,6.11
486,Ciudad Bolivar,12,VE,1551301011,33,8.12,-63.55,34.47,7.46
487,Adwa,44,ET,1551301011,42,14.16,38.9,16.55,1.36
488,Deputatskiy,48,RU,1551300865,43,69.3,139.9,-33.88,1.26
489,Guilin,90,CN,1551297600,93,25.28,110.29,8.0,2.0
490,Labuhan,92,ID,1551300979,94,-2.54,115.51,23.8,0.71
491,Acajutla,0,SV,1551300944,40,13.59,-89.83,29.44,0.45
492,Stavrovo,64,RU,1551301012,85,56.13,40.01,-8.06,5.41
493,Kavieng,88,PG,1551300879,100,-2.57,150.8,26.55,2.21
494,Sorland,75,NO,1551298800,69,67.67,12.69,2.0,10.3
495,Taitung,56,TW,1551301014,100,22.76,121.15,20.07,1.31
496,Craigieburn,0,AU,1551300990,36,-37.6,144.94,26.11,9.3
497,Batemans Bay,8,AU,1551300974,93,-35.71,150.18,16.67,0.45
498,Nancha,0,CN,1551301015,89,47.14,129.26,-9.68,1.66
499,Sillamae,36,EE,1551301015,85,59.4,27.75,0.07,5.36
500,Turkan,8,AF,1551301016,70,35.6,68.92,-21.06,0.71
501,San Cristobal,40,EC,1551300358,56,-0.39,-78.55,21.0,6.7
502,Gisborne,32,NZ,1551300611,94,-38.66,178.02,14.44,5.36
503,Denpasar,75,ID,1551297600,94,-8.65,115.22,27.0,2.1
504,Caravelas,80,BR,1551300776,100,-17.73,-39.27,28.57,7.31
505,Madaoua,0,NE,1551301018,38,14.07,5.96,22.82,2.46
506,Sao Gabriel da Cachoeira,0,BR,1551301018,73,-0.13,-67.09,29.1,1.26
507,Cruz Alta,0,AR,1551300986,44,-33.01,-61.81,25.56,2.68
508,Mayor Pablo Lagerenza,68,PY,1551301019,69,-19.93,-60.77,27.52,3.26
509,Channel-Port aux Basques,80,CA,1551301019,100,47.57,-59.14,-5.41,20.31
510,Cairns,40,AU,1551300617,78,-16.92,145.77,24.0,4.6
511,Krasnokamensk,0,RU,1551301020,64,50.1,118.04,-15.31,2.16
512,Maku,75,IR,1551297000,93,39.29,44.45,2.0,1.21
513,Linjiang,36,CN,1551300800,79,41.81,126.91,-5.88,2.01
514,San Quintin,0,PH,1551301021,79,17.54,120.52,15.92,1.56
515,Tooele,90,US,1551300927,65,40.53,-112.3,9.0,5.7
516,Belaya Gora,76,RU,1551301022,70,68.54,146.19,-26.83,1.96
517,Bull Savanna,8,JM,1551301022,54,17.89,-77.59,27.57,4.01
518,Pinheiro Machado,0,BR,1551301022,50,-31.58,-53.38,20.32,2.96
519,Burnie,36,AU,1551300982,81,-41.05,145.91,16.11,3.13
520,Victoria,75,BN,1551299400,94,5.28,115.24,24.0,3.11
521,Bosaso,0,SO,1551301024,100,11.28,49.18,24.32,1.16
522,Lingao,0,CN,1551300840,100,19.91,109.69,19.87,1.16
523,Hastings,8,NZ,1551300893,100,-39.64,176.84,16.05,9.31
524,Kaharlyk,0,UA,1551300982,74,49.87,30.82,1.67,3.0
525,Ugoofaaru,24,MV,1551301025,100,5.67,73.0,27.2,1.96
526,Evensk,56,RU,1551301025,100,61.92,159.24,-17.23,3.06
527,Puerto Colombia,0,CO,1551300339,58,10.99,-74.96,30.0,7.2
528,Inongo,92,CD,1551301026,100,-1.93,18.29,21.45,1.46
529,Mahibadhoo,64,MV,1551301026,100,3.78,72.97,27.7,1.41
530,Agirish,12,RU,1551301026,65,61.92,63.02,-20.38,2.81
531,Mwandiga,40,TZ,1551297600,88,-4.84,29.66,23.0,1.06
532,Cururupu,92,BR,1551300885,90,-1.82,-44.87,25.52,2.36
533,Chulman,56,RU,1551301027,69,56.84,124.9,-15.08,1.96
534,Ponta Delgada,75,PT,1551300853,100,37.73,-25.67,16.0,6.2
535,Coahuayana,0,MX,1551301028,25,18.62,-100.35,31.05,1.36
536,Phulji,20,PK,1551301028,60,26.88,67.68,11.72,2.51
537,Chapada dos Guimaraes,76,BR,1551301028,83,-15.46,-55.75,26.72,2.41
538,Maria Chiquita,40,PA,1551300898,52,9.44,-79.75,32.78,6.7
539,Garissa,0,KE,1551301029,46,-0.46,39.64,28.22,4.86
540,Tenenkou,0,ML,1551301029,30,14.46,-4.91,18.97,5.16
541,Lasa,40,CY,1551300337,62,34.92,32.53,14.0,9.8
542,Malvern,0,GB,1551300726,81,52.12,-2.33,10.56,1.5
543,Rio Novo,75,BR,1551300981,57,-21.48,-43.13,27.0,2.6
544,Bandarbeyla,0,SO,1551300850,100,9.49,50.81,24.37,0.96
545,Qaqortoq,75,GL,1551297000,33,60.72,-46.03,6.0,20.6
546,Bose,0,IT,1551300907,50,45.46,8.01,13.33,1.5
547,Rocha,0,UY,1551301031,52,-34.48,-54.34,20.95,3.41
548,Standerton,0,ZA,1551300394,68,-26.94,29.24,19.44,1.31
549,Vao,0,EE,1551300991,83,59.1,26.19,0.37,4.46
550,Glens Falls,90,US,1551301009,66,43.31,-73.64,-10.57,3.1
551,Batagay,12,RU,1551301032,0,67.65,134.64,-39.68,1.31
552,Ballitoville,90,ZA,1551301011,93,-29.54,31.21,19.0,2.6
553,Novobirilyussy,68,RU,1551301032,82,56.95,90.69,-4.93,3.76
554,Syumsi,88,RU,1551301033,92,57.11,51.61,-4.81,2.11
555,Olga,90,US,1551301029,52,34.11,-118.17,19.44,1.31
556,Ishigaki,64,JP,1551301033,100,24.34,124.16,22.87,3.56
557,Ciudad del Maiz,0,MX,1551301034,43,22.4,-99.6,28.22,2.41
558,Banda Aceh,64,ID,1551300902,100,5.56,95.32,23.8,1.21
559,Gravdal,75,NO,1551300964,100,59.79,5.78,5.56,5.7
560,Terrace Bay,75,CA,1551300180,66,48.78,-87.1,-11.0,2.1
561,Laguna,75,MX,1551296400,31,27.52,-110.01,25.0,5.1
562,Inuvik,5,CA,1551297600,72,68.36,-133.71,-10.0,4.1
563,Rio Gallegos,40,AR,1551297600,39,-51.62,-69.22,18.0,12.3
564,Maltahohe,0,NA,1551301037,32,-24.83,16.98,20.42,3.11
565,Ucluelet,90,CA,1551300626,38,48.94,-125.55,5.56,3.1
566,Griffith,24,AU,1551297600,47,-34.29,146.06,24.0,6.2
567,Palmer,0,AU,1551300938,73,-34.85,139.16,23.89,1.5
568,Haverfordwest,0,GB,1551300916,87,51.8,-4.97,8.89,2.1
569,Cockburn Town,0,TC,1551300771,97,21.46,-71.14,25.6,8.71
570,Aksu,90,KZ,1551299400,92,52.04,76.93,-5.0,3.0
571,Agadez,0,NE,1551301042,41,16.97,7.99,20.35,3.46
572,Majenang,8,ID,1551301042,92,-7.3,108.76,19.8,1.21
573,Hemel Hempstead,0,GB,1551301039,81,51.75,-0.47,11.11,2.1
574,Quesnel,0,CA,1551300032,62,52.98,-122.49,-6.67,1.34
575,Bonga,64,ET,1551301043,57,7.26,36.25,16.8,0.86
576,Aklavik,5,CA,1551297600,84,68.22,-135.01,-10.0,3.1
577,Tezu,92,IN,1551301043,97,27.93,96.16,7.92,0.81
578,Sorata,92,BO,1551301044,100,-15.77,-68.65,12.57,1.36
579,Port-Gentil,75,GA,1551297600,100,-0.72,8.78,25.0,2.6
580,Tuburan,20,PH,1551297600,83,10.73,123.82,22.0,1.5
581,Pare,0,ID,1551300872,89,-7.77,112.2,20.1,1.06
582,Hobyo,0,SO,1551300720,93,5.35,48.53,23.72,4.56
583,Mayya,64,RU,1551297600,74,61.74,130.28,-30.0,2.0
584,Kurten,90,US,1551300962,88,30.79,-96.26,22.78,2.86
585,Watertown,1,US,1551300792,65,44.9,-97.12,-12.0,5.7
